Record_ID,Data_Load_Date,Age,Age_Group,Sex,Job,Job_Category,Housing,Saving accounts,Checking account,Credit amount,Credit_Tier,Duration,Duration_Category,Purpose,Estimated_Monthly_Payment,Credit_Per_Age,Risk,Risk_Score,Exposure_Level,High_Amount_Flag,Long_Duration_Flag,Young_Applicant_Flag
600,2026-01-06,32,Adult (26-35),male,2,Skilled,free,little,Unknown,3863,Medium (2K-5K),24,Medium (1-2yr),business,160.96,120.72,good,1,Medium Exposure,1,0,0
601,2026-01-06,45,Middle-Aged (36-50),female,2,Skilled,own,little,moderate,2329,Medium (2K-5K),7,Short (<1yr),radio/TV,332.71,51.76,good,1,Medium Exposure,1,0,0
602,2026-01-06,30,Adult (26-35),female,2,Skilled,own,little,moderate,918,Small (<2K),9,Short (<1yr),furniture/equipment,102.0,30.6,bad,0,Low Exposure,0,0,0
603,2026-01-06,34,Adult (26-35),female,1,Semi-Skilled,free,little,moderate,1837,Small (<2K),24,Medium (1-2yr),education,76.54,54.03,bad,0,Medium Exposure,0,0,0
604,2026-01-06,28,Adult (26-35),female,3,Highly Skilled,own,little,Unknown,3349,Medium (2K-5K),36,Long (2-3yr),furniture/equipment,93.03,119.61,bad,0,Medium Exposure,1,1,1
605,2026-01-06,23,Young (18-25),female,2,Skilled,own,little,rich,1275,Small (<2K),10,Short (<1yr),furniture/equipment,127.5,55.43,good,1,Low Exposure,0,0,1
606,2026-01-06,22,Young (18-25),male,2,Skilled,own,quite rich,little,2828,Medium (2K-5K),24,Medium (1-2yr),furniture/equipment,117.83,128.55,good,1,Medium Exposure,1,0,1
607,2026-01-06,74,Senior (51+),male,3,Highly Skilled,own,little,Unknown,4526,Medium (2K-5K),24,Medium (1-2yr),business,188.58,61.16,good,1,Medium Exposure,1,0,0
608,2026-01-06,50,Middle-Aged (36-50),female,2,Skilled,free,moderate,moderate,2671,Medium (2K-5K),36,Long (2-3yr),radio/TV,74.19,53.42,bad,0,Medium Exposure,1,1,0
609,2026-01-06,33,Adult (26-35),male,2,Skilled,own,little,Unknown,2051,Medium (2K-5K),18,Medium (1-2yr),radio/TV,113.94,62.15,good,1,Medium Exposure,0,0,0
610,2026-01-06,45,Middle-Aged (36-50),male,2,Skilled,free,Unknown,Unknown,1300,Small (<2K),15,Medium (1-2yr),car,86.67,28.89,good,1,Medium Exposure,0,0,0
611,2026-01-06,22,Young (18-25),female,2,Skilled,own,moderate,little,741,Small (<2K),12,Short (<1yr),domestic appliances,61.75,33.68,bad,0,Medium Exposure,0,0,1
612,2026-01-06,48,Middle-Aged (36-50),female,1,Semi-Skilled,free,moderate,rich,1240,Small (<2K),10,Short (<1yr),car,124.0,25.83,bad,0,Low Exposure,0,0,0
613,2026-01-06,29,Adult (26-35),female,2,Skilled,own,rich,little,3357,Medium (2K-5K),21,Medium (1-2yr),radio/TV,159.86,115.76,good,1,Medium Exposure,1,0,1
614,2026-01-06,22,Young (18-25),female,2,Skilled,rent,little,little,3632,Medium (2K-5K),24,Medium (1-2yr),car,151.33,165.09,good,1,Medium Exposure,1,0,1
615,2026-01-06,22,Young (18-25),female,2,Skilled,own,little,Unknown,1808,Small (<2K),18,Medium (1-2yr),furniture/equipment,100.44,82.18,bad,0,Medium Exposure,0,0,1
616,2026-01-06,48,Middle-Aged (36-50),male,3,Highly Skilled,own,Unknown,moderate,12204,Very Large (10K+),48,Very Long (3yr+),business,254.25,254.25,good,1,High Exposure,1,1,0
617,2026-01-06,27,Adult (26-35),male,3,Highly Skilled,free,Unknown,moderate,9157,Large (5K-10K),60,Very Long (3yr+),radio/TV,152.62,339.15,good,1,High Exposure,1,1,1
618,2026-01-06,37,Middle-Aged (36-50),male,2,Skilled,rent,little,little,3676,Medium (2K-5K),6,Short (<1yr),car,612.67,99.35,good,1,Medium Exposure,1,0,0
619,2026-01-06,21,Young (18-25),female,2,Skilled,rent,moderate,moderate,3441,Medium (2K-5K),30,Long (2-3yr),furniture/equipment,114.7,163.86,bad,0,Medium Exposure,1,1,1
620,2026-01-06,49,Middle-Aged (36-50),male,1,Semi-Skilled,own,little,Unknown,640,Small (<2K),12,Short (<1yr),car,53.33,13.06,good,1,Medium Exposure,0,0,0
621,2026-01-06,27,Adult (26-35),male,2,Skilled,own,little,moderate,3652,Medium (2K-5K),21,Medium (1-2yr),business,173.9,135.26,good,1,Medium Exposure,1,0,1
622,2026-01-06,32,Adult (26-35),male,2,Skilled,own,little,Unknown,1530,Small (<2K),18,Medium (1-2yr),car,85.0,47.81,bad,0,Medium Exposure,0,0,0
623,2026-01-06,38,Middle-Aged (36-50),male,2,Skilled,own,Unknown,Unknown,3914,Medium (2K-5K),48,Very Long (3yr+),business,81.54,103.0,bad,0,Medium Exposure,1,1,0
624,2026-01-06,22,Young (18-25),female,2,Skilled,rent,little,little,1858,Small (<2K),12,Short (<1yr),furniture/equipment,154.83,84.45,good,1,Medium Exposure,0,0,1
625,2026-01-06,65,Senior (51+),male,2,Skilled,free,little,little,2600,Medium (2K-5K),18,Medium (1-2yr),radio/TV,144.44,40.0,bad,0,Medium Exposure,1,0,0
626,2026-01-06,35,Adult (26-35),male,2,Skilled,own,Unknown,Unknown,1979,Small (<2K),15,Medium (1-2yr),radio/TV,131.93,56.54,good,1,Medium Exposure,0,0,0
627,2026-01-06,41,Middle-Aged (36-50),male,2,Skilled,own,little,rich,2116,Medium (2K-5K),6,Short (<1yr),furniture/equipment,352.67,51.61,good,1,Medium Exposure,0,0,0
628,2026-01-06,29,Adult (26-35),male,2,Skilled,own,moderate,moderate,1437,Small (<2K),9,Short (<1yr),car,159.67,49.55,bad,0,Low Exposure,0,0,1
629,2026-01-06,36,Middle-Aged (36-50),male,2,Skilled,own,quite rich,Unknown,4042,Medium (2K-5K),42,Very Long (3yr+),furniture/equipment,96.24,112.28,good,1,Medium Exposure,1,1,0
630,2026-01-06,64,Senior (51+),male,1,Semi-Skilled,own,Unknown,Unknown,3832,Medium (2K-5K),9,Short (<1yr),education,425.78,59.88,good,1,Medium Exposure,1,0,0
631,2026-01-06,28,Adult (26-35),female,2,Skilled,own,little,little,3660,Medium (2K-5K),24,Medium (1-2yr),radio/TV,152.5,130.71,good,1,Medium Exposure,1,0,1
632,2026-01-06,44,Middle-Aged (36-50),male,2,Skilled,own,little,little,1553,Small (<2K),18,Medium (1-2yr),furniture/equipment,86.28,35.3,bad,0,Medium Exposure,0,0,0
633,2026-01-06,23,Young (18-25),male,2,Skilled,own,Unknown,moderate,1444,Small (<2K),15,Medium (1-2yr),radio/TV,96.27,62.78,good,1,Medium Exposure,0,0,1
634,2026-01-06,19,Young (18-25),female,2,Skilled,rent,little,Unknown,1980,Small (<2K),9,Short (<1yr),furniture/equipment,220.0,104.21,bad,0,Low Exposure,0,0,1
635,2026-01-06,25,Young (18-25),female,1,Semi-Skilled,own,little,moderate,1355,Small (<2K),24,Medium (1-2yr),car,56.46,54.2,bad,0,Medium Exposure,0,0,1
636,2026-01-06,47,Middle-Aged (36-50),male,2,Skilled,own,little,Unknown,1393,Small (<2K),12,Short (<1yr),education,116.08,29.64,good,1,Medium Exposure,0,0,0
637,2026-01-06,28,Adult (26-35),female,2,Skilled,own,quite rich,Unknown,1376,Small (<2K),24,Medium (1-2yr),radio/TV,57.33,49.14,good,1,Medium Exposure,0,0,1
638,2026-01-06,21,Young (18-25),male,2,Skilled,own,little,Unknown,15653,Very Large (10K+),60,Very Long (3yr+),radio/TV,260.88,745.38,good,1,High Exposure,1,1,1
639,2026-01-06,34,Adult (26-35),female,2,Skilled,own,little,Unknown,1493,Small (<2K),12,Short (<1yr),radio/TV,124.42,43.91,good,1,Medium Exposure,0,0,0
640,2026-01-06,26,Adult (26-35),male,2,Skilled,own,little,little,4370,Medium (2K-5K),42,Very Long (3yr+),radio/TV,104.05,168.08,bad,0,Medium Exposure,1,1,1
641,2026-01-06,27,Adult (26-35),female,0,Unskilled,own,little,little,750,Small (<2K),18,Medium (1-2yr),education,41.67,27.78,bad,0,Medium Exposure,0,0,1
642,2026-01-06,38,Middle-Aged (36-50),male,1,Semi-Skilled,own,little,moderate,1308,Small (<2K),15,Medium (1-2yr),repairs,87.2,34.42,good,1,Medium Exposure,0,0,0
643,2026-01-06,40,Middle-Aged (36-50),male,3,Highly Skilled,own,moderate,Unknown,4623,Medium (2K-5K),15,Medium (1-2yr),education,308.2,115.58,bad,0,Medium Exposure,1,0,0
644,2026-01-06,33,Adult (26-35),male,2,Skilled,own,little,Unknown,1851,Small (<2K),24,Medium (1-2yr),radio/TV,77.12,56.09,good,1,Medium Exposure,0,0,0
645,2026-01-06,32,Adult (26-35),male,3,Highly Skilled,own,little,little,1880,Small (<2K),18,Medium (1-2yr),radio/TV,104.44,58.75,good,1,Medium Exposure,0,0,0
646,2026-01-06,27,Adult (26-35),male,2,Skilled,rent,Unknown,Unknown,7980,Large (5K-10K),36,Long (2-3yr),business,221.67,295.56,bad,0,High Exposure,1,1,1
647,2026-01-06,32,Adult (26-35),male,2,Skilled,own,little,little,4583,Medium (2K-5K),30,Long (2-3yr),furniture/equipment,152.77,143.22,good,1,Medium Exposure,1,1,0
648,2026-01-06,26,Adult (26-35),female,2,Skilled,own,quite rich,Unknown,1386,Small (<2K),12,Short (<1yr),car,115.5,53.31,bad,0,Medium Exposure,0,0,1
649,2026-01-06,38,Middle-Aged (36-50),male,2,Skilled,free,little,rich,947,Small (<2K),24,Medium (1-2yr),car,39.46,24.92,bad,0,Medium Exposure,0,0,0
650,2026-01-06,40,Middle-Aged (36-50),male,1,Semi-Skilled,rent,little,little,684,Small (<2K),12,Short (<1yr),education,57.0,17.1,bad,0,Medium Exposure,0,0,0
651,2026-01-06,50,Middle-Aged (36-50),male,3,Highly Skilled,free,little,little,7476,Large (5K-10K),48,Very Long (3yr+),education,155.75,149.52,good,1,High Exposure,1,1,0
652,2026-01-06,37,Middle-Aged (36-50),male,1,Semi-Skilled,own,little,moderate,1922,Small (<2K),12,Short (<1yr),furniture/equipment,160.17,51.95,bad,0,Medium Exposure,0,0,0
653,2026-01-06,45,Middle-Aged (36-50),male,2,Skilled,own,little,little,2303,Medium (2K-5K),24,Medium (1-2yr),car,95.96,51.18,bad,0,Medium Exposure,0,0,0
654,2026-01-06,42,Middle-Aged (36-50),male,3,Highly Skilled,own,moderate,moderate,8086,Large (5K-10K),36,Long (2-3yr),car,224.61,192.52,bad,0,High Exposure,1,1,0
655,2026-01-06,35,Adult (26-35),male,2,Skilled,own,little,Unknown,2346,Medium (2K-5K),24,Medium (1-2yr),car,97.75,67.03,good,1,Medium Exposure,1,0,0
656,2026-01-06,22,Young (18-25),male,2,Skilled,free,little,little,3973,Medium (2K-5K),14,Medium (1-2yr),car,283.79,180.59,good,1,Medium Exposure,1,0,1
657,2026-01-06,41,Middle-Aged (36-50),male,1,Semi-Skilled,own,little,moderate,888,Small (<2K),12,Short (<1yr),car,74.0,21.66,bad,0,Medium Exposure,0,0,0
658,2026-01-06,37,Middle-Aged (36-50),male,2,Skilled,own,Unknown,Unknown,10222,Very Large (10K+),48,Very Long (3yr+),radio/TV,212.96,276.27,good,1,High Exposure,1,1,0
659,2026-01-06,28,Adult (26-35),female,2,Skilled,own,little,moderate,4221,Medium (2K-5K),30,Long (2-3yr),business,140.7,150.75,good,1,Medium Exposure,1,1,1
660,2026-01-06,41,Middle-Aged (36-50),male,2,Skilled,own,little,moderate,6361,Large (5K-10K),18,Medium (1-2yr),furniture/equipment,353.39,155.15,good,1,Medium Exposure,1,0,0
661,2026-01-06,23,Young (18-25),male,2,Skilled,rent,little,rich,1297,Small (<2K),12,Short (<1yr),radio/TV,108.08,56.39,good,1,Medium Exposure,0,0,1
662,2026-01-06,23,Young (18-25),male,2,Skilled,own,Unknown,little,900,Small (<2K),12,Short (<1yr),car,75.0,39.13,bad,0,Medium Exposure,0,0,1
663,2026-01-06,50,Middle-Aged (36-50),male,2,Skilled,own,little,Unknown,2241,Medium (2K-5K),21,Medium (1-2yr),furniture/equipment,106.71,44.82,good,1,Medium Exposure,0,0,0
664,2026-01-06,35,Adult (26-35),male,3,Highly Skilled,own,little,moderate,1050,Small (<2K),6,Short (<1yr),furniture/equipment,175.0,30.0,good,1,Low Exposure,0,0,0
665,2026-01-06,50,Middle-Aged (36-50),female,1,Semi-Skilled,own,little,rich,1047,Small (<2K),6,Short (<1yr),education,174.5,20.94,good,1,Low Exposure,0,0,0
666,2026-01-06,27,Adult (26-35),male,3,Highly Skilled,own,little,Unknown,6314,Large (5K-10K),24,Medium (1-2yr),vacation/others,263.08,233.85,good,1,Medium Exposure,1,0,1
667,2026-01-06,34,Adult (26-35),male,2,Skilled,own,rich,moderate,3496,Medium (2K-5K),30,Long (2-3yr),furniture/equipment,116.53,102.82,good,1,Medium Exposure,1,1,0
668,2026-01-06,27,Adult (26-35),female,2,Skilled,own,little,Unknown,3609,Medium (2K-5K),48,Very Long (3yr+),business,75.19,133.67,good,1,Medium Exposure,1,1,1
669,2026-01-06,43,Middle-Aged (36-50),male,2,Skilled,rent,little,little,4843,Medium (2K-5K),12,Short (<1yr),car,403.58,112.63,bad,0,Medium Exposure,1,0,0
670,2026-01-06,47,Middle-Aged (36-50),male,2,Skilled,own,little,rich,3017,Medium (2K-5K),30,Long (2-3yr),radio/TV,100.57,64.19,good,1,Medium Exposure,1,1,0
671,2026-01-06,27,Adult (26-35),male,1,Semi-Skilled,own,moderate,Unknown,4139,Medium (2K-5K),24,Medium (1-2yr),business,172.46,153.3,good,1,Medium Exposure,1,0,1
672,2026-01-06,31,Adult (26-35),male,2,Skilled,own,moderate,Unknown,5742,Large (5K-10K),36,Long (2-3yr),business,159.5,185.23,good,1,High Exposure,1,1,0
673,2026-01-06,42,Middle-Aged (36-50),male,3,Highly Skilled,own,little,Unknown,10366,Very Large (10K+),60,Very Long (3yr+),car,172.77,246.81,good,1,High Exposure,1,1,0
674,2026-01-06,24,Young (18-25),male,2,Skilled,own,quite rich,Unknown,2080,Medium (2K-5K),6,Short (<1yr),car,346.67,86.67,good,1,Medium Exposure,0,0,1
675,2026-01-06,41,Middle-Aged (36-50),male,1,Semi-Skilled,own,quite rich,Unknown,2580,Medium (2K-5K),21,Medium (1-2yr),business,122.86,62.93,bad,0,Medium Exposure,1,0,0
676,2026-01-06,26,Adult (26-35),female,3,Highly Skilled,rent,little,Unknown,4530,Medium (2K-5K),30,Long (2-3yr),radio/TV,151.0,174.23,good,1,Medium Exposure,1,1,1
677,2026-01-06,33,Adult (26-35),male,2,Skilled,own,little,Unknown,5150,Large (5K-10K),24,Medium (1-2yr),furniture/equipment,214.58,156.06,good,1,Medium Exposure,1,0,0
678,2026-01-06,24,Young (18-25),male,2,Skilled,own,moderate,moderate,5595,Large (5K-10K),72,Very Long (3yr+),radio/TV,77.71,233.12,bad,0,High Exposure,1,1,1
679,2026-01-06,64,Senior (51+),male,1,Semi-Skilled,rent,little,little,2384,Medium (2K-5K),24,Medium (1-2yr),radio/TV,99.33,37.25,good,1,Medium Exposure,1,0,0
680,2026-01-06,26,Adult (26-35),female,2,Skilled,own,little,Unknown,1453,Small (<2K),18,Medium (1-2yr),radio/TV,80.72,55.88,good,1,Medium Exposure,0,0,1
681,2026-01-06,56,Senior (51+),female,2,Skilled,own,little,Unknown,1538,Small (<2K),6,Short (<1yr),education,256.33,27.46,good,1,Low Exposure,0,0,0
682,2026-01-06,37,Middle-Aged (36-50),male,2,Skilled,free,Unknown,Unknown,2279,Medium (2K-5K),12,Short (<1yr),radio/TV,189.92,61.59,good,1,Medium Exposure,0,0,0
683,2026-01-06,33,Adult (26-35),male,2,Skilled,own,little,Unknown,1478,Small (<2K),15,Medium (1-2yr),radio/TV,98.53,44.79,good,1,Medium Exposure,0,0,0
684,2026-01-06,47,Middle-Aged (36-50),male,2,Skilled,free,little,Unknown,5103,Large (5K-10K),24,Medium (1-2yr),radio/TV,212.62,108.57,good,1,Medium Exposure,1,0,0
685,2026-01-06,31,Adult (26-35),male,1,Semi-Skilled,own,moderate,moderate,9857,Large (5K-10K),36,Long (2-3yr),business,273.81,317.97,good,1,High Exposure,1,1,0
686,2026-01-06,34,Adult (26-35),male,2,Skilled,free,Unknown,Unknown,6527,Large (5K-10K),60,Very Long (3yr+),car,108.78,191.97,good,1,High Exposure,1,1,0
687,2026-01-06,27,Adult (26-35),male,2,Skilled,own,Unknown,rich,1347,Small (<2K),10,Short (<1yr),radio/TV,134.7,49.89,good,1,Low Exposure,0,0,1
688,2026-01-06,30,Adult (26-35),male,2,Skilled,free,moderate,moderate,2862,Medium (2K-5K),36,Long (2-3yr),car,79.5,95.4,good,1,Medium Exposure,1,1,0
689,2026-01-06,35,Adult (26-35),male,2,Skilled,own,moderate,Unknown,2753,Medium (2K-5K),9,Short (<1yr),radio/TV,305.89,78.66,good,1,Medium Exposure,1,0,0
690,2026-01-06,31,Adult (26-35),male,2,Skilled,own,rich,little,3651,Medium (2K-5K),12,Short (<1yr),car,304.25,117.77,good,1,Medium Exposure,1,0,0
691,2026-01-06,25,Young (18-25),male,2,Skilled,own,little,little,975,Small (<2K),15,Medium (1-2yr),furniture/equipment,65.0,39.0,good,1,Medium Exposure,0,0,1
692,2026-01-06,25,Young (18-25),female,1,Semi-Skilled,own,moderate,moderate,2631,Medium (2K-5K),15,Medium (1-2yr),repairs,175.4,105.24,good,1,Medium Exposure,1,0,1
693,2026-01-06,29,Adult (26-35),male,2,Skilled,own,moderate,moderate,2896,Medium (2K-5K),24,Medium (1-2yr),radio/TV,120.67,99.86,good,1,Medium Exposure,1,0,1
694,2026-01-06,44,Middle-Aged (36-50),male,1,Semi-Skilled,own,Unknown,little,4716,Medium (2K-5K),6,Short (<1yr),car,786.0,107.18,good,1,Medium Exposure,1,0,0
695,2026-01-06,28,Adult (26-35),male,2,Skilled,own,little,Unknown,2284,Medium (2K-5K),24,Medium (1-2yr),radio/TV,95.17,81.57,good,1,Medium Exposure,0,0,1
696,2026-01-06,50,Middle-Aged (36-50),male,2,Skilled,rent,quite rich,Unknown,1236,Small (<2K),6,Short (<1yr),car,206.0,24.72,good,1,Low Exposure,0,0,0
697,2026-01-06,29,Adult (26-35),male,2,Skilled,own,little,moderate,1103,Small (<2K),12,Short (<1yr),radio/TV,91.92,38.03,good,1,Medium Exposure,0,0,1
698,2026-01-06,38,Middle-Aged (36-50),female,0,Unskilled,own,little,Unknown,926,Small (<2K),12,Short (<1yr),car,77.17,24.37,good,1,Medium Exposure,0,0,0
699,2026-01-06,24,Young (18-25),male,2,Skilled,own,little,Unknown,1800,Small (<2K),18,Medium (1-2yr),radio/TV,100.0,75.0,good,1,Medium Exposure,0,0,1
700,2026-01-06,40,Middle-Aged (36-50),male,3,Highly Skilled,rent,little,rich,1905,Small (<2K),15,Medium (1-2yr),education,127.0,47.62,good,1,Medium Exposure,0,0,0
701,2026-01-06,29,Adult (26-35),female,1,Semi-Skilled,rent,quite rich,Unknown,1123,Small (<2K),12,Short (<1yr),furniture/equipment,93.58,38.72,bad,0,Medium Exposure,0,0,1
702,2026-01-06,46,Middle-Aged (36-50),male,2,Skilled,free,little,little,6331,Large (5K-10K),48,Very Long (3yr+),car,131.9,137.63,bad,0,High Exposure,1,1,0
703,2026-01-06,47,Middle-Aged (36-50),female,2,Skilled,free,moderate,rich,1377,Small (<2K),24,Medium (1-2yr),radio/TV,57.38,29.3,good,1,Medium Exposure,0,0,0
704,2026-01-06,41,Middle-Aged (36-50),male,2,Skilled,own,moderate,moderate,2503,Medium (2K-5K),30,Long (2-3yr),business,83.43,61.05,good,1,Medium Exposure,1,1,0
705,2026-01-06,32,Adult (26-35),female,2,Skilled,own,little,moderate,2528,Medium (2K-5K),27,Long (2-3yr),business,93.63,79.0,good,1,Medium Exposure,1,1,0
706,2026-01-06,35,Adult (26-35),female,2,Skilled,free,quite rich,Unknown,5324,Large (5K-10K),15,Medium (1-2yr),car,354.93,152.11,good,1,Medium Exposure,1,0,0
707,2026-01-06,24,Young (18-25),male,2,Skilled,own,moderate,moderate,6560,Large (5K-10K),48,Very Long (3yr+),car,136.67,273.33,bad,0,High Exposure,1,1,1
708,2026-01-06,25,Young (18-25),female,2,Skilled,rent,little,moderate,2969,Medium (2K-5K),12,Short (<1yr),furniture/equipment,247.42,118.76,bad,0,Medium Exposure,1,0,1
709,2026-01-06,25,Young (18-25),female,2,Skilled,own,little,moderate,1206,Small (<2K),9,Short (<1yr),radio/TV,134.0,48.24,good,1,Low Exposure,0,0,1
710,2026-01-06,37,Middle-Aged (36-50),male,1,Semi-Skilled,own,little,moderate,2118,Medium (2K-5K),9,Short (<1yr),radio/TV,235.33,57.24,good,1,Medium Exposure,0,0,0
711,2026-01-06,32,Adult (26-35),male,3,Highly Skilled,own,quite rich,Unknown,629,Small (<2K),18,Medium (1-2yr),radio/TV,34.94,19.66,good,1,Medium Exposure,0,0,0
712,2026-01-06,35,Adult (26-35),female,2,Skilled,free,little,little,1198,Small (<2K),6,Short (<1yr),education,199.67,34.23,bad,0,Low Exposure,0,0,0
713,2026-01-06,46,Middle-Aged (36-50),male,3,Highly Skilled,own,Unknown,Unknown,2476,Medium (2K-5K),21,Medium (1-2yr),car,117.9,53.83,good,1,Medium Exposure,1,0,0
714,2026-01-06,25,Young (18-25),male,1,Semi-Skilled,own,little,little,1138,Small (<2K),9,Short (<1yr),radio/TV,126.44,45.52,good,1,Low Exposure,0,0,1
715,2026-01-06,27,Adult (26-35),male,3,Highly Skilled,own,little,moderate,14027,Very Large (10K+),60,Very Long (3yr+),car,233.78,519.52,bad,0,High Exposure,1,1,1
716,2026-01-06,63,Senior (51+),male,2,Skilled,own,Unknown,Unknown,7596,Large (5K-10K),30,Long (2-3yr),car,253.2,120.57,good,1,High Exposure,1,1,0
717,2026-01-06,40,Middle-Aged (36-50),male,2,Skilled,own,Unknown,Unknown,3077,Medium (2K-5K),30,Long (2-3yr),radio/TV,102.57,76.92,good,1,Medium Exposure,1,1,0
718,2026-01-06,32,Adult (26-35),male,3,Highly Skilled,free,little,Unknown,1505,Small (<2K),18,Medium (1-2yr),radio/TV,83.61,47.03,good,1,Medium Exposure,0,0,0
719,2026-01-06,31,Adult (26-35),male,2,Skilled,own,Unknown,rich,3148,Medium (2K-5K),24,Medium (1-2yr),radio/TV,131.17,101.55,good,1,Medium Exposure,1,0,0
720,2026-01-06,31,Adult (26-35),male,2,Skilled,own,moderate,moderate,6148,Large (5K-10K),20,Medium (1-2yr),car,307.4,198.32,good,1,Medium Exposure,1,0,0
721,2026-01-06,34,Adult (26-35),male,3,Highly Skilled,own,little,rich,1337,Small (<2K),9,Short (<1yr),radio/TV,148.56,39.32,bad,0,Low Exposure,0,0,0
722,2026-01-06,24,Young (18-25),female,2,Skilled,rent,rich,moderate,433,Small (<2K),6,Short (<1yr),education,72.17,18.04,bad,0,Low Exposure,0,0,1
723,2026-01-06,24,Young (18-25),female,1,Semi-Skilled,own,little,little,1228,Small (<2K),12,Short (<1yr),car,102.33,51.17,bad,0,Medium Exposure,0,0,1
724,2026-01-06,66,Senior (51+),female,1,Semi-Skilled,own,quite rich,moderate,790,Small (<2K),9,Short (<1yr),radio/TV,87.78,11.97,good,1,Low Exposure,0,0,0
725,2026-01-06,21,Young (18-25),female,2,Skilled,rent,little,Unknown,2570,Medium (2K-5K),27,Long (2-3yr),car,95.19,122.38,bad,0,Medium Exposure,1,1,1
726,2026-01-06,41,Middle-Aged (36-50),female,1,Semi-Skilled,own,rich,Unknown,250,Small (<2K),6,Short (<1yr),car,41.67,6.1,good,1,Low Exposure,0,0,0
727,2026-01-06,47,Middle-Aged (36-50),male,1,Semi-Skilled,own,quite rich,Unknown,1316,Small (<2K),15,Medium (1-2yr),radio/TV,87.73,28.0,good,1,Medium Exposure,0,0,0
728,2026-01-06,25,Young (18-25),female,2,Skilled,rent,little,little,1882,Small (<2K),18,Medium (1-2yr),radio/TV,104.56,75.28,bad,0,Medium Exposure,0,0,1
729,2026-01-06,59,Senior (51+),female,2,Skilled,rent,little,moderate,6416,Large (5K-10K),48,Very Long (3yr+),business,133.67,108.75,bad,0,High Exposure,1,1,0
730,2026-01-06,36,Middle-Aged (36-50),male,2,Skilled,own,rich,rich,1275,Small (<2K),24,Medium (1-2yr),business,53.12,35.42,good,1,Medium Exposure,0,0,0
731,2026-01-06,33,Adult (26-35),male,2,Skilled,own,little,moderate,6403,Large (5K-10K),24,Medium (1-2yr),radio/TV,266.79,194.03,good,1,Medium Exposure,1,0,0
732,2026-01-06,21,Young (18-25),male,1,Semi-Skilled,rent,little,little,1987,Small (<2K),24,Medium (1-2yr),radio/TV,82.79,94.62,bad,0,Medium Exposure,0,0,1
733,2026-01-06,44,Middle-Aged (36-50),female,1,Semi-Skilled,own,little,moderate,760,Small (<2K),8,Short (<1yr),radio/TV,95.0,17.27,good,1,Low Exposure,0,0,0
734,2026-01-06,28,Adult (26-35),female,2,Skilled,rent,rich,Unknown,2603,Medium (2K-5K),24,Medium (1-2yr),car,108.46,92.96,good,1,Medium Exposure,1,0,1
735,2026-01-06,37,Middle-Aged (36-50),female,2,Skilled,own,little,Unknown,3380,Medium (2K-5K),4,Short (<1yr),car,845.0,91.35,good,1,Medium Exposure,1,0,0
736,2026-01-06,29,Adult (26-35),female,0,Unskilled,own,Unknown,moderate,3990,Medium (2K-5K),36,Long (2-3yr),domestic appliances,110.83,137.59,good,1,Medium Exposure,1,1,1
737,2026-01-06,23,Young (18-25),female,3,Highly Skilled,rent,little,moderate,11560,Very Large (10K+),24,Medium (1-2yr),car,481.67,502.61,bad,0,Medium Exposure,1,0,1
738,2026-01-06,35,Adult (26-35),male,1,Semi-Skilled,own,moderate,little,4380,Medium (2K-5K),18,Medium (1-2yr),car,243.33,125.14,good,1,Medium Exposure,1,0,0
739,2026-01-06,45,Middle-Aged (36-50),male,3,Highly Skilled,own,little,Unknown,6761,Large (5K-10K),6,Short (<1yr),car,1126.83,150.24,good,1,Medium Exposure,1,0,0
740,2026-01-06,26,Adult (26-35),female,1,Semi-Skilled,rent,moderate,moderate,4280,Medium (2K-5K),30,Long (2-3yr),business,142.67,164.62,bad,0,Medium Exposure,1,1,1
741,2026-01-06,32,Adult (26-35),male,2,Skilled,own,moderate,little,2325,Medium (2K-5K),24,Medium (1-2yr),car,96.88,72.66,good,1,Medium Exposure,1,0,0
742,2026-01-06,23,Young (18-25),male,1,Semi-Skilled,own,little,moderate,1048,Small (<2K),10,Short (<1yr),radio/TV,104.8,45.57,good,1,Low Exposure,0,0,1
743,2026-01-06,41,Middle-Aged (36-50),male,2,Skilled,own,Unknown,Unknown,3160,Medium (2K-5K),21,Medium (1-2yr),radio/TV,150.48,77.07,good,1,Medium Exposure,1,0,0
744,2026-01-06,22,Young (18-25),male,2,Skilled,own,quite rich,little,2483,Medium (2K-5K),24,Medium (1-2yr),furniture/equipment,103.46,112.86,good,1,Medium Exposure,1,0,1
745,2026-01-06,30,Adult (26-35),male,3,Highly Skilled,own,Unknown,little,14179,Very Large (10K+),39,Very Long (3yr+),furniture/equipment,363.56,472.63,good,1,High Exposure,1,1,0
746,2026-01-06,28,Adult (26-35),male,1,Semi-Skilled,own,little,little,1797,Small (<2K),13,Medium (1-2yr),business,138.23,64.18,good,1,Medium Exposure,0,0,1
747,2026-01-06,23,Young (18-25),female,2,Skilled,rent,little,little,2511,Medium (2K-5K),15,Medium (1-2yr),car,167.4,109.17,good,1,Medium Exposure,1,0,1
748,2026-01-06,37,Middle-Aged (36-50),female,1,Semi-Skilled,own,little,little,1274,Small (<2K),12,Short (<1yr),car,106.17,34.43,bad,0,Medium Exposure,0,0,0
749,2026-01-06,26,Adult (26-35),male,2,Skilled,own,Unknown,Unknown,5248,Large (5K-10K),21,Medium (1-2yr),car,249.9,201.85,good,1,Medium Exposure,1,0,1
